exercise_id,exercise_name,body_part,equipment,primary_muscle,secondary_muscles,movement_pattern,tracking_supported,instructions,gif_url
735,dumbbell supported squat,upper legs,dumbbell,quads,"glutes, hamstrings, calves",other,no,"stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. keeping your chest up and core engaged, slowly lower your body down by bending your knees and pushing your hips back. continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go. pause for a moment at the bottom, then push through your heels to return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/dDbIScEUo5h6YE
736,dumbbell tate press,upper arms,dumbbell,triceps,shoulders,elbow_flexion,yes,"sit on a flat bench with a dumbbell in each hand, palms facing each other. raise the dumbbells to shoulder height, then rotate your wrists so that your palms are facing away from you. press the dumbbells up until your arms are fully extended, then lower them back down to shoulder height. rotate your wrists back to the starting position and repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/eA0qZGJcAQXn5J
737,dumbbell tricep kickback with stork stance,upper arms,dumbbell,triceps,shoulders,elbow_flexion,yes,"stand with your feet shoulder-width apart and hold a dumbbell in your right hand. bend your knees slightly and hinge forward at the hips, keeping your back straight. bring your right elbow up to your side, keeping it bent at a 90-degree angle. extend your right arm straight back, squeezing your triceps. pause for a moment, then slowly lower the dumbbell back to the starting position. repeat for the desired number of repetitions, then switch sides.",https://v2.exercisedb.io/image/f7zOgyfmgXSCRw
738,dumbbell twisting bench press,upper arms,dumbbell,triceps,"chest, shoulders",elbow_flexion,yes,"lie flat on a bench with your feet flat on the ground and your back pressed against the bench. hold a dumbbell in each hand with an overhand grip, palms facing away from you. extend your arms straight up over your chest, keeping a slight bend in your elbows. lower the dumbbells down towards your chest, keeping your elbows close to your body. as you lower the dumbbells, twist your wrists so that your palms face towards you at the bottom of the movement. pause for a moment at the bottom, then reverse the movement by pressing the dumbbells back up to the starting position. as you press the dumbbells up, twist your wrists back to the starting position with palms facing away from you. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/72adaZCk2sMjOm
739,dumbbell upright row,shoulders,dumbbell,delts,"traps, biceps",other,no,"stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. let the dumbbells hang in front of your thighs, with your arms fully extended. keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows. pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/nVH3OFqUuduq2A
740,dumbbell upright row (back pov),shoulders,dumbbell,delts,"traps, biceps",other,no,"stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. let the dumbbells hang in front of your thighs, with your arms fully extended and your palms facing your body. keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows. continue lifting until the dumbbells are at shoulder height, with your elbows pointing out to the sides. pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/nomkmsLIQNXhYP
741,dumbbell upright shoulder external rotation,shoulders,dumbbell,delts,"rotator cuff, trapezius",other,no,"stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. raise your arms out to the sides until they are parallel to the ground, keeping your elbows slightly bent. rotate your arms externally, bringing the dumbbells up towards your head while keeping your elbows in the same position. pause for a moment at the top, then slowly lower the dumbbells back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/MCrUGY-8Fje2mS
742,dumbbell waiter biceps curl,upper arms,dumbbell,biceps,"forearms, shoulders",elbow_flexion,yes,"stand up straight with a dumbbell in each hand, palms facing forward. keep your upper arms close to your body and your elbows tucked in. slowly curl the dumbbells up towards your shoulders, keeping your wrists straight. pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/fkt9o6s1wHDPd7
743,dumbbell w-press,shoulders,dumbbell,delts,"triceps, chest",other,no,"sit on a bench with a dumbbell in each hand, palms facing forward. raise the dumbbells to shoulder height, elbows bent and palms facing forward. press the dumbbells upward until your arms are fully extended overhead. lower the dumbbells back to shoulder height. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/9Lqpvsc-MffToX
744,dumbbell zottman curl,upper arms,dumbbell,biceps,forearms,elbow_flexion,yes,"stand up straight with a dumbbell in each hand, palms facing your body. keep your elbows close to your torso and rotate your palms to face forward. curl the dumbbells up to your shoulders while keeping your upper arms stationary. at the top of the movement, rotate your wrists so that your palms are facing away from your body. slowly lower the dumbbells back to the starting position, rotating your palms back to facing your body. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/zAMJ5PsMc5ns3E
745,dumbbell zottman preacher curl,upper arms,dumbbell,biceps,forearms,elbow_flexion,yes,"sit on a preacher bench with a dumbbell in each hand, palms facing up and elbows resting on the pad. curl the dumbbells up towards your shoulders, keeping your upper arms stationary and your palms facing up. at the top of the curl, rotate your wrists so that your palms are facing down. slowly lower the dumbbells back down to the starting position, rotating your wrists back to the starting position as you do so. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/n7LP-jsDwGfGi4
746,dumbbells seated triceps extension,upper arms,dumbbell,triceps,shoulders,elbow_flexion,yes,"sit on a bench with your back straight and feet flat on the ground. hold a dumbbell in both hands with an overhand grip, and raise it above your head. bend your elbows and lower the dumbbell behind your head, keeping your upper arms close to your ears. extend your arms and raise the dumbbell back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/GW7RpEklNETnaI
747,dynamic chest stretch (male),chest,body weight,pectorals,"shoulders, triceps",other,no,"stand tall with your feet shoulder-width apart. extend your arms straight out to the sides, parallel to the ground. slowly bring your arms forward, crossing them in front of your body. feel the stretch in your chest muscles. hold the stretch for 10-30 seconds. return to the starting position and repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/J3JL-jzjKUWoGX
