Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Front Plank With Twist,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Front+Plank+With+Twist+Waist+variation+810-1+exercise+tutorial+proper+form,Beginner,Compound,plank_logic,Back Pain,Full Maltese,Jackknife Sit-Up,https://wger.de/media/exercise-images/458/b7bd9c28-9f1d-4647-bd17-ab6a3adf5770.png
Full Maltese,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Full+Maltese+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Full Planche,Incline Twisting Sit-Up,
Full Planche,Waist,Body Weight,,Beginner,Compound,general_logic,Back Pain,Gorilla Chin,Incline Leg Hip Raise (Leg Straight),https://wger.de/media/exercise-images/1916/e7d97b4b-9fe4-4378-aea3-5a9d93b6eb8d.png
Full Planche Push-Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Full+Planche+Push-Up+Chest+variation+813-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Hands Bike,Dumbbell Incline Breeding,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Gironda Sternum Chin,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Gironda+Sternum+Chin+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Hyperextension,Dumbbell Incline Row,
Glute Bridge March,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Glute+Bridge+March+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Glute Bridge Two Legs On Bench (Male),Hug Keens To Chest,
Glute Bridge Two Legs On Bench (Male),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Glute+Bridge+Two+Legs+On+Bench+%28Male%29+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Knee Pain,Glute-Ham Raise,Hands Reversed Clasped Circular Toe Touch (Male),
Glute-Ham Raise,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Glute-Ham+Raise+Upper+Legs+variation+817-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Hamstring Stretch,Hands Clasped Circular Toe Touch (Male),https://wger.de/media/exercise-images/148/lateral-dumbbell-raises-large-2.png
Gorilla Chin,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Gorilla+Chin+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Groin Crunch,Inchworm V. 2,
Groin Crunch,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Groin+Crunch+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Half Sit-Up (Male),Inchworm,https://wger.de/media/exercise-images/176/Cross-body-crunch-1.png
Hack Calf Raise,Lower Legs,Sled Machine,https://www.youtube.com/embed?listType=search&list=Hack+Calf+Raise+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Hack One Leg Calf Raise,Hack Calf Raise,https://wger.de/media/exercise-images/622/9a429bd0-afd3-4ad0-8043-e9beec901c81.jpeg
Hack One Leg Calf Raise,Lower Legs,Sled Machine,https://www.youtube.com/embed?listType=search&list=Hack+One+Leg+Calf+Raise+Lower+Legs+variation+821-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Lever Calf Press,Exercise Ball On The Wall Calf Raise (Tennis Ball Between Knees),https://wger.de/media/exercise-images/1243/53d4fabe-c994-4907-873f-8d82813a9832.png
Half Knee Bends (Male),Cardio,Body Weight,https://www.youtube.com/embed?listType=search&list=Half+Knee+Bends+%28Male%29+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,High Knee Against Wall,Stationary Bike Walk,
Half Sit-Up (Male),Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Half+Sit-Up+%28Male%29+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Hanging Leg Hip Raise,Hip Raise (Bent Knee),
Hamstring Stretch,Upper Legs,Body Weight,,Advanced,Compound,general_logic,Knee Pain,Hands Clasped Circular Toe Touch (Male),Hamstring Stretch,https://wger.de/media/exercise-images/1870/7465bbcf-3b86-42a6-8d2f-12a3d1f60a15.png
Hands Bike,Chest,Upper Body Ergometer,https://www.youtube.com/embed?listType=search&list=Hands+Bike+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Hyght Dumbbell Fly,Dumbbell Incline Bench Press,
Hands Clasped Circular Toe Touch (Male),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Hands+Clasped+Circular+Toe+Touch+%28Male%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Hands Reversed Clasped Circular Toe Touch (Male),Glute-Ham Raise,
Hands Reversed Clasped Circular Toe Touch (Male),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Hands+Reversed+Clasped+Circular+Toe+Touch+%28Male%29+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Knee Pain,Hug Keens To Chest,Glute Bridge Two Legs On Bench (Male),
Handstand,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Handstand+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Handstand Push-Up,Body-Up,
Handstand Push-Up,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Handstand+Push-Up+Upper+Arms+variation+829-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Impossible Dips,Biceps Pull-Up,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Hanging Leg Hip Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Leg+Hip+Raise+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Hanging Leg Raise,Hanging Straight Twisting Leg Hip Raise,
Hanging Leg Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Leg+Raise+Waist+variation+831-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Hanging Oblique Knee Raise,Hanging Straight Leg Raise,https://wger.de/media/exercise-images/622/9a429bd0-afd3-4ad0-8043-e9beec901c81.jpeg
Hanging Oblique Knee Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Oblique+Knee+Raise+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Hanging Pike,Hanging Straight Leg Hip Raise,
Hanging Pike,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Pike+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Hanging Straight Leg Hip Raise,Hanging Pike,
Hanging Straight Leg Hip Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Straight+Leg+Hip+Raise+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Hanging Straight Leg Raise,Hanging Oblique Knee Raise,
Hanging Straight Leg Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Straight+Leg+Raise+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Hanging Straight Twisting Leg Hip Raise,Hanging Leg Raise,
Hanging Straight Twisting Leg Hip Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hanging+Straight+Twisting+Leg+Hip+Raise+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Hip Raise (Bent Knee),Hanging Leg Hip Raise,
High Knee Against Wall,Cardio,Body Weight,https://www.youtube.com/embed?listType=search&list=High+Knee+Against+Wall+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Jack Burpee,Stationary Bike Run V. 3,
Hip Raise (Bent Knee),Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Hip+Raise+%28Bent+Knee%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Inchworm,Half Sit-Up (Male),
Hug Keens To Chest,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Hug+Keens+To+Chest+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Intermediate Hip Flexor And Quad Stretch,Glute Bridge March,
Hyght Dumbbell Fly,Chest,Dumbbell,https://www.youtube.com/embed?listType=search&list=Hyght+Dumbbell+Fly+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Incline Push Up Depth Jump,Dumbbell Incline Alternate Press,
Hyperextension,Back,Body Weight,,Beginner,Compound,general_logic,Back Pain,Hyperextension (On Bench),Dumbbell Decline Shrug V. 2,https://wger.de/media/exercise-images/128/Hyperextensions-1.png
Hyperextension (On Bench),Back,Body Weight,,Beginner,Compound,general_logic,Back Pain,Inverted Row,Dumbbell Decline Shrug,https://wger.de/media/exercise-images/128/Hyperextensions-1.png
Impossible Dips,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Impossible+Dips+Upper+Arms+variation+843-1+exercise+tutorial+proper+form,Intermediate,Compound,dip_logic,,Incline Close-Grip Push-Up,Biceps Narrow Pull-Ups,https://wger.de/media/exercise-images/194/34600351-8b0b-4cb0-8daa-583537be15b0.png
Inchworm,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Inchworm+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Inchworm V. 2,Groin Crunch,
Inchworm V. 2,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Inchworm+V.+2+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Incline Leg Hip Raise (Leg Straight),Gorilla Chin,
Incline Close-Grip Push-Up,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Close-Grip+Push-Up+Upper+Arms+variation+846-1+exercise+tutorial+proper+form,Advanced,Compound,pushup_logic,,Kettlebell Bottoms Up Clean From The Hang Position,Biceps Leg Concentration Curl,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Incline Leg Hip Raise (Leg Straight),Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Leg+Hip+Raise+%28Leg+Straight%29+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Incline Twisting Sit-Up,Full Planche,
Incline Push Up Depth Jump,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Push+Up+Depth+Jump+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Incline Push-Up,Dumbbell Fly On Exercise Ball,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Incline Push-Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Push-Up+Chest+variation+849-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Incline Push-Up (On Box),Dumbbell Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Incline Push-Up (On Box),Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Push-Up+%28On+Box%29+Chest+variation+850-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Incline Reverse Grip Push-Up,Dumbbell Decline Twist Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Incline Reverse Grip Push-Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Reverse+Grip+Push-Up+Chest+variation+851-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Incline Scapula Push Up,Dumbbell Decline One Arm Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Incline Scapula Push Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Scapula+Push+Up+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Isometric Chest Squeeze,Dumbbell Decline Hammer Press,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Incline Twisting Sit-Up,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Incline+Twisting+Sit-Up+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Jackknife Sit-Up,Full Maltese,
Intermediate Hip Flexor And Quad Stretch,Upper Legs,Rope,https://www.youtube.com/embed?listType=search&list=Intermediate+Hip+Flexor+And+Quad+Stretch+Upper+Legs+variation+854-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Inverse Leg Curl (Bench Support),Frankenstein Squat,https://wger.de/media/exercise-images/1873/c0ed299b-6d87-4d90-885d-bb3b5d85f1eb.png
Inverse Leg Curl (Bench Support),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Inverse+Leg+Curl+%28Bench+Support%29+Upper+Legs+variation+855-1+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,Knee Pain,Inverse Leg Curl (On Pull-Up Cable Machine),Forward Lunge (Male),https://wger.de/media/exercise-images/364/b318dde9-f5f2-489f-940a-cd864affb9e3.png
Inverse Leg Curl (On Pull-Up Cable Machine),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Inverse+Leg+Curl+%28On+Pull-Up+Cable+Machine%29+Upper+Legs+variation+856-1+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,Knee Pain,Iron Cross Stretch,Forward Jump,https://wger.de/media/exercise-images/364/b318dde9-f5f2-489f-940a-cd864affb9e3.png
Inverted Row,Back,Body Weight,,Beginner,Compound,row_logic,Back Pain,Inverted Row Bent Knees,Dumbbell Bent Over Row,https://wger.de/media/exercise-images/1198/864906ac-4ac7-4e52-a886-c6bb97950a9f.jpg
Inverted Row Bent Knees,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Inverted+Row+Bent+Knees+Back+variation+858-1+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Back Pain,Inverted Row On Bench,Close Grip Chin-Up,https://wger.de/media/exercise-images/1198/864906ac-4ac7-4e52-a886-c6bb97950a9f.jpg
Inverted Row On Bench,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Inverted+Row+On+Bench+Back+variation+859-1+exercise+tutorial+proper+form,Advanced,Compound,row_logic,Back Pain,Inverted Row V. 2,Chin-Ups (Narrow Parallel Grip),https://wger.de/media/exercise-images/1198/864906ac-4ac7-4e52-a886-c6bb97950a9f.jpg
Inverted Row V. 2,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Inverted+Row+V.+2+Back+variation+860-1+exercise+tutorial+proper+form,Advanced,Compound,row_logic,Back Pain,Inverted Row With Straps,Chin-Up,https://wger.de/media/exercise-images/1198/864906ac-4ac7-4e52-a886-c6bb97950a9f.jpg
Inverted Row With Straps,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Inverted+Row+With+Straps+Back+variation+861-1+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Kettlebell Alternating Renegade Row,Cambered Bar Lying Row,https://wger.de/media/exercise-images/1198/864906ac-4ac7-4e52-a886-c6bb97950a9f.jpg
Iron Cross Stretch,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Iron+Cross+Stretch+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Jump Squat,Flutter Kicks,https://wger.de/media/exercise-images/1872/df982df1-512a-4eb9-acd9-68cc1c265df6.png
Isometric Chest Squeeze,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Isometric+Chest+Squeeze+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Isometric Wipers,Dumbbell Decline Fly,
Isometric Wipers,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Isometric+Wipers+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Kettlebell Alternating Press On Floor,Dumbbell Decline Bench Press,
Jack Burpee,Cardio,Body Weight,https://www.youtube.com/embed?listType=search&list=Jack+Burpee+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Jack Jump (Male),Star Jump (Male),
Jack Jump (Male),Cardio,Body Weight,https://www.youtube.com/embed?listType=search&list=Jack+Jump+%28Male%29+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Jump Rope,Ski Step,
Jackknife Sit-Up,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Jackknife+Sit-Up+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Janda Sit-Up,Front Plank With Twist,
Janda Sit-Up,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Janda+Sit-Up+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Kettlebell Advanced Windmill,Front Lever,
Jump Rope,Cardio,Rope,https://www.youtube.com/embed?listType=search&list=Jump+Rope+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Mountain Climber,Skater Hops,
Jump Squat,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Jump+Squat+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Jump Squat V. 2,Farmers Walk,
Jump Squat V. 2,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Jump+Squat+V.+2+exercise+tutorial+proper+form,Advanced,Compound,squat_logic,Knee Pain,Kettlebell Front Squat,Exercise Ball Seated Hamstring Stretch,
Kettlebell Advanced Windmill,Waist,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Advanced+Windmill+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Kettlebell Bent Press,Frog Planche,
Kettlebell Alternating Hang Clean,Lower Arms,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Alternating+Hang+Clean+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Lever Gripper Hands,Barbell Wrist Curl V. 2,
Kettlebell Alternating Press,Shoulders,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Alternating+Press+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,Shoulder Pain,Kettlebell Arnold Press,Cable Standing Rear Delt Row (With Rope),
Kettlebell Alternating Press On Floor,Chest,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Alternating+Press+On+Floor+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,,Kettlebell Extended Range One Arm Press On Floor,Dumbbell Bench Press,
Kettlebell Alternating Renegade Row,Back,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Alternating+Renegade+Row+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Back Pain,Kettlebell Alternating Row,Cable Wide Grip Rear Pulldown Behind Neck,
Kettlebell Alternating Row,Back,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Alternating+Row+exercise+tutorial+proper+form,Advanced,Compound,row_logic,Back Pain,Kettlebell One Arm Row,Cable Upper Row,
Kettlebell Arnold Press,Shoulders,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Arnold+Press+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,Shoulder Pain,Kettlebell Double Jerk,Cable Standing Cross-Over High Reverse Fly,
Kettlebell Bent Press,Waist,Kettlebell,https://www.youtube.com/embed?listType=search&list=Kettlebell+Bent+Press+exercise+tutorial+proper+form,Advanced,Compound,press_logic,Back Pain,Kettlebell Double Windmill,Frog Crunch,https://wger.de/media/exercise-images/1676/ac441fa8-cf11-45a5-9633-18ae49fb9320.webp
